sentence1,label
"অপেক্ষাস্থল ছিল স্নেহপূর্ণ, বিনয়ী এবং সহায়ক - যেমন বন্ধ চতুর্থাংশে একটি চিত্তাকর্ষক কৃতিত্ব।",positive
আমার মুখে পানি দিয়ে কেবল এই রেস্টুরেন্টের আনন্দ সম্পর্কে চিন্তা শুরু করি।,positive
খাবার স্বাদ ভাল ছিলনা চিকেনের ভিতর মসলা না ভেগ ফ্রাইড রাইসটা স্বাদে পরিমাণে এভারেজের নিচে খারাপ অভিজ্ঞতা সেবা জায়গাটা চমৎকার স্বাদের তুলনায় খাবারের দাম বেশী,negative
"আমি এলাকা এবং লোকেরা আপনার রোমান্টিক, লোভনীয় ambiance বা পাঁচ তারকা পরিষেবা একটি sommlier এবং ক্যাপ্টেন এবং পিঠ ওয়েটার একটি জটিল ধাঁধা সমন্বিত জন্য এখানে না প্রয়োজন বুঝতে - আপনি খাঁটি খাবার, স্বাদ, পরীক্ষা জন্য আসা",positive
প্রিয় শ্রেষ্ঠ ভর্তা বীট,positive
গাড়ী ছাড়া যাওয়া কিছুটা ঝামেলার (যখন আমি ইনউইড এ বাস করতাম)।,negative
আমি ফিরে আসার যথেষ্ট কারণ পেয়েছি !!!,positive
ব্যক্তিগতভাবে যারা নিখুঁত আকারে ক্ষুধার জন্য থাকে তারাই রাতে pans পায়,positive
পরিবেশ সার্ভিস ভালো সেট মেনুর খাদ্য পরিমাণ উচ্চ চার্জ খারাপ সেট মেনু সত্যিই মজার ড্রিঙ্কস সংযুক্ত না সময় ছাড়াই যেকোনো সেট মেনু ভয়ঙ্কর জল অতিরিক্ত ড্রিঙ্কস কিনতে ড্রিঙ্কস সঠিকভাবে কিভাবে খেতে পরিবেশে না খাদ্য পরিমাণ খারাপ ড্রিঙ্কস সেট মেনুর মজার ধরনের,negative
ইউ আসন উন্নতি খাদ্য ধীর খাদ্য সার্ভিস ভাল হ্যাঁ সেবা নয় চমত্কার জায়গা,negative
সুস্বাদু সুস্থ অসাধারণ খাবার স্থান ছোট,positive
"খাবার একদমই ব্যতিক্রমী, একটি খুব সক্ষম রান্নাঘর যা গর্বের সঙ্গে আপনি খাওয়া মত মনে আপ চাবুক যা কিনা মেনুতে বা না।",positive
সবকিছু ভালো এক খারাপ জি সুন্দর মানুষকে ব্র্যান্ড লোগো কফি নাম অনুগ্রহ পরিবর্তন সবাই খাবার কফি বেশি আপনাকে ধন্যবাদ,negative
"উভয় প্লেইন পনির slice , তাজা mozzarella স্লাইস অসাধারণ ছিল ।",positive
"শিক্ষণীয় হৃদয়ের জন্য বাড়ি থেকে দূরে একটি বাড়ি,এই জায়গাটি প্রথম দৃষ্টিভঙ্গির বিচার করবেন না, আপনাকে এটি বিশ্বাস করার চেষ্টা করতে হবে ।",positive
"Photobook মেনু একটি চতুর স্পর্শ ছিল, অবশ্যই আমার গ্রুপের সাহায্যে এবং আমি ভাজা মুরগির বাছাই করি, শুয়োরের মাংস কাটা, এবং নুডল খাবার যা আমরা সব আদেশ দেওয়া",positive
ভয়ানক অভিজ্ঞতা,negative
"কিন্তু যখন আমরা মেনুতে তাকালাম,তাদের অধিকাংশই অ্যাচিটিজার বিভাগে ডাম্পলিং ছিল সেখানে অনেকগুলি বিকল্প ছিল না, ।",negative
এটা চমৎকার ছিল,positive
মেয়েরা ইভ টিজাররা প্রকাশ্যে জ্বালাতন কর্মচারী শব্দ উচ্চারন না ঝুঁকিপূর্ণ জায়গা ধরনের জায়গা এড়িয়ে চলা নিরাপত্তা নিশ্চিত পারবে না,negative
বাংলাদেশে রেস্টুরেন্টে খারাপ অভিজ্ঞতা এক গতকাল সম্পূর্ণরূপে লাঞ্চ ছারখার রস পৌঁছা মিনিট নেন শেফ কিভাবে মেনুতে আইটেম পরিবর্তন ভুল খাদ্য পরিবেশিত খারাপ খারাপ পেয়েছিলাম যাচ্ছি নই মত জায়গা শাট ডাউন,negative
তিনি তার চমৎকার সেবা এবং পরামর্শ জন্য 10 পাওয়ার যোগ্য।,positive
আচ্ছা খাবারটা ভাল অভ্যন্তরীণ নকশাও সুন্দর তাছাড়া পরিবেশ শান্ত ব্যাকগ্রাউন্ড সঙ্গীতটা ভাল,positive
আমরা একটি সুস্বাদু সবজি সিঙ্গাড়া এবং ভাঁজ করা মালাই টিক্কা ফালি করি।,positive
"বিস্ময়কর,ছুটির সময়কাল",positive
একটি মহান চুক্তি এ একটি মহান পছন্দ এবং কোন খরচ,positive
আপনার বন্ধুদের আপনাকে ধন্যবাদ দিতে হবে এই জহর তাদের প্রবর্তনের জন্য,positive
"আমি সুপারিশ করলাম না কারণ, এটি চীনা রেস্টুরেন্ট যা অন্যান্য লঞ্চ রেস্টুরেন্টের মতই স্বাদ।",negative
"আমরা যদি থামিয়ে দিতাম তবে বুঝতে পারতাম যে তারা কোথা থেকে আসছে, কিন্তু আমরা সেখানে এক ঘণ্টারও কম সময় কাটিয়েছি এবং তারা আমাদের কাছে এখনো একটি চেকও নিয়ে আসেনি!",negative
মূল্য উচ্চতর সেবা একেবারে খারাপ প্রসবের সময় শুধু বাজে কথা,negative
ইফতারের সময় গিয়েছিলাম ইফতারের প্লেটার আদেশ পান্না পৃষ্ঠা ছবি অন্তর্ভুক্ত অধীনতা অস্বীকার তালিকা ফলের সালাদ ফলের সালাদ নামে মাল্টা টুকরা দায়িত্ব পালন পাঁচটা প্লেটার আদেশ প্লেটার তিন স্যালাডে দায়িত্ব পালন রেস্টুরেণ্টে নিয়মিত গ্রাহক ছিলাম রেস্তোরাঁর মান হ্রাস পাচ্ছে ধান ভাল রান্না নি উদ্ভিজ্জ স্বাদহীন,negative
"পরিষেবা সবসময় অসামান্য,আমি এখন এখানে গুচ্ছ হয়েছি।",positive
এখানে পিজা সুস্বাদু,positive
অত্যন্ত চমৎকার কফি ঘুরাঘুরি পেশাদারদের খাবার কফি অসাধারণ,negative
খাদ্য এন পরিমাণ অত্যধিক মূল্য উচ্চ ভাল লাগেনি ভাত স্বাদ সম্পূর্ণভাবে এন ইউ মাশরুম পরিবর্তে সসেজ এছাড়াও জায়গা খুবই ছোট এন স্বাদহীন অত্যন্ত মূল্য নির্ধারণ রস পরিবর্তে ড্রিঙ্কস পান,negative
"প্রথম, ওয়েটার যারা আমাদের পরিবেশন এবং আমাদের বিশেষ বিশেষ গূণ পূরণ করতে অবহেলা করে , আমি যা বেছে নিই হবে এবং আমি তাদের সম্পর্কে জানেন।",negative
ফিরে যেতে অপেক্ষা নাকিসুরে .,positive
খাদ্য মানের সেবা খুবই ভালো শুধু খাদ্য বিশেষভাবে ক্রিম পাস্তা ভালবাসেন,positive
অফার দেয়া খাবারগুলোর তিনটি খাবার অর্ডার করেছিলাম খাবারগুলো একদম ফালতু লবণ অন্যান্য মশলা ভুলে পরিমাণের তুলনায় খাবার অত্যন্ত ব্যয়বহুল পাশাপাশি খাবারের স্বাদও খারাপ আসবনা,negative
পিজাটি সেরা যদি আপনি পাতলার বিপরীতে পিজা পছন্দ করেন।,positive
একটি তারিখ জন্য মহান রোমান্টিক জায়গা (একটু গোপনীয়তা জন্য কোণার বুথ টেবিল পেতে এবং বন্ধ করার চেষ্টা করেন!)।,positive
শুধু খাবারের মানটাই অসাধারণ লেগেছে পিজার সমন্বয়টা অস্থির সাথে প্রিয়,positive
"একটি রেস্টুরেন্ট, খাবার সবচেয়ে গুরুত্বপূর্ণ অংশ সম্পর্কে ভুলে গেছে এই জায়গাটি সত্যিই ট্রেন্ডি",negative
সবচেয়ে খারাপ সেবা খাওয়া সবচেয়ে খারাপ পিজা মূল্যটাও বেশি বেশী,negative
কখনও হতাশ করা হয়েছে লাল চোখে,positive
অন্যদের মতো ভাল মানুষ আপনার মতো একই কাজ করে।,positive
বন্ধুদের সাথে ঘুরার মহান জায়গা সাথে জিভে জল এনে দেওয়ার মত খাবার বিশেষ পিজাটা,positive
রেস্টুরেন্ট পদত্যাগ মুহূর্ত থেকে আমাদের সঙ্গে মনোরোগ চিকিত্সক ছিল!,negative
"কোনও ট্র্যাফিক শব্দ নেই,এটি ছোট রাস্তাটি থেকে দূরে অবস্থিত।",positive
সমস্যা যেহেতু টাকায় ডিশের দিয়েছি সুস্বাদু স্বাদ পেতে খাবারের অর্ডার,negative
"আমাদের ডিনার শেষ,একটি আশ্চর্যজনক আলো এবং আলিঙ্গন আপেল এর tarte tatin সঙ্গে ।",positive
"এই জায়গায় রক্সি এড়ানো, যারা মহান খাদ্য প্লাস মহান সেবা চান।",negative
"এটা চমৎকার ছিল,তামরিন্দ এ লাঞ্চ থেকে ফিরে আসা।",positive
ছোট অংশ এবং মূল্য বেশি ।,negative
বাইরে বড় এবং gawky আছে,negative
সাথে বিস্মিত খাদ্য মানের দাম সন্তোষজনক একটা জিনিষ বিস্মিত মালিক নিজেকে প্রবল বৃষ্টি বাইরে সেবা ধরনের পরিষ্কারভাবে সোনার দেশ চরম উত্সর্জন স্তর পরিবহন খাবার বিলি আসে গ্রাহকদের সার্ভিস সন্তুষ্ট,negative
অলংকরণ ভাল যথেষ্ট পরিষেবা ভালো দ্রুত বিশেষ জিনিস খাদ্য মান সুস্বাদু মুখরোচক বিনামূল্যে ওয়াইফাই প্রাপ্তিসাধ্য আচরণ পরিষেবাযোগ্যতা,positive
আমরা অনেকবার ফিরে আসব মিডটাউনে এই নাসিসের জন্য,positive
ভয়ঙ্কর খাদ্য খারাপ সেবা,negative
আসলে সাধারণত পর্যালোচনা লিখতে না কারন গুরুতর সমালোচক আছি সমালোচনা স্তরের বেশী উপায় নয় সত্যি সবকিছু বাদ দিয়েও রেস্টুরেন্ট পছন্দ কোরিয়ান জ্যামাইকান আশ্চর্যজনক যেখানেই যাই অফিস বন্ধু ঘর না শারীরিকভাবে রেস্টুরেন্টে না চালক খাবার অর্ডার ব্যাপার উত্তরায় রক্ষিত একদিন আশা শাখা খুলবে খাদ্য মানের,positive
সেরা সেট মেনু এক কখনো থাই স্যুপ সুস্বাদু সেবা আচরণ ওয়েল সত্যিই ভালবাসেন,positive
জায়গাটি বেশি আরামদায়ক খাবারগুলো সুস্বাদু প্রতিটি আইটেমই স্বাদে ভরপুর সেট মেনু সর্বোত্তম সবচেয়ে গুরুত্বপূর্ণ বিষয় আচরণ বন্ধুত্বপূর্ণ ভাল জায়গা পরিবেশ যথেষ্ট ভাল সকল কর্মীদের আচরণ ভাল খাবারের মূল্যও যুক্তিসঙ্গত সর্বোপরি সার্ভিস সিস্টেম আচরণ জায়গা সবকিছুই পছন্দ করেছি,positive
"এটি একটি গ্রুপের সঙ্গে মজার অভিজ্ঞতা হতে পারে, এবং বাচ্চারা (6 এবং তার বেশি) এটা পছন্দ করবে।",positive
Tuk Tuk হল আমার দ্বিতীয় প্রিয় আশপাশ থাই জায়গা,positive
"প্লাস, বুধবার রাতে বাড়িতে ওয়াইন ছিল অনেক ।",positive
চমৎকার বন্ধুদের একসঙ্গে পার্টি খাদ্য অংশ যথেষ্ট সেবা বন্ধুত্বপূর্ণ,positive
প্রায় বার বার আমরা জন্য অপেক্ষা করতে হবে,negative
"ভাল স্প্রেড, মহান পানীয় নির্বাচন এবং bagels সত্যিই সুস্বাদু",positive
ন ভাল চেষ্টা করুন বাজার কৌশল পরিবেশের উঠে আসুন,negative
"যদি সব সেরা উষ্ণ Vibe হয়, মালিক সুপার বন্ধুত্বপূর্ণ এবং পরিষেবা দ্রুত হয়,।",positive
আমাদের অনুমোদন প্রিয় সসেজ এবং মুরগির সঙ্গে orecchiette হয় (সাধারণত ওয়েটার অর্ধেক তাই আপনি উভয় মেট নমুনা পেতে অর্ধেক বিভক্ত বিভক্ত করা যথেষ্ট)।,positive
এটি একটি বড় বিস্ময় ছিল।,positive
"তারা স্ফূর্ত এবং সুস্বাদু,হট কুকুরও চেষ্টা করুন।",positive
"তবুও, বিল সম্পর্কে যেকোনো কৌতুকবৃদ্ধি বন্ধ করে দেওয়া হয়েছিল- আপনার নিজের লোলারের ব্যবস্থাগুলি যা বাড়ির কোর্টে ছিল ..",positive
উচ্চ প্রাইস খারাপ সেবা,negative
স্ট্যাচু অব লিবার্টি থেকে রেস্টুরেন্ট হুডসন নদী সুন্দর সবুজ।,positive
হিপ ঘটছে না সজ্জা সত্যিই,negative
চমৎকার পরিবেশ ভাল ডেকোরেশন,positive
"এমন কোনও রেস্টুরেন্ট হবে না যা আমি ফিরে আসব,যদিও $ 20 এন্ট্রি রেঞ্জটি অতিশয় ব্যয়বহুল নয়, নিউইয়র্ক সিটিতে, এই পরিসরে স্পষ্টভাবে ভাল খাদ্য রয়েছে, এবং তাই নীলকান্তমণি, এটি সুন্দর বায়ুমণ্ডল সত্ত্বেও।",negative
ওয়েটার আসলে আমার হাত উপর জল ঢেলে এবং চলে গেছে।,negative
কর্মীরা মনোযোগী এবং বন্ধুত্বপূর্ণ।,positive
"তারা গ্রাহকের স্বাস্থ্যের প্রতি বেশি মনোযোগী না, শুধু অর্থ উপার্জন করতে চায়",negative
"যদিও তারা ভাল রাধুণী, দাম খুব বেশী।",positive
এখানে যাও.,positive
পুরা টাকাটাই নষ্ট খুবই বাজে অভিজ্ঞতা সেট মেনুর চিকেন কাচা শুকনো রাইস ভাল ছিলনা পিজা নিলাম এটাও ঠান্ডা জঘন্য,negative
"আমি একটি কৌতুকের ভৃত্যকে জিজ্ঞেস করলাম, একটি লোটাস পাতার চালে আবৃত এবং সে রাতে জবাব দিলো এবং শুধু দূরে গিয়েছিলা",negative
অসাধারণ পরিবেশ খাদ্য সেবা ভাল চোল ভালোবাসি প্রাচীন সেরা রেস্টুরেন্ট,positive
গরুর মাংস বুদ্ধু ডানা চিংড়ি ট্র্যাশ আগের মানের তুলনায়,negative
বিরিয়ানী স্বাদ দয়া উন্নত সঠিক টক গন্ধ অভাব বড় খাদ্য মান স্বাদ সবসময় সঙ্গতিহীন সালাদ ছোট টুকরা পে অধিকারী না পরিবর্তনগুলি,negative
চমৎকার জায়গা শীতল পরিবেশ ভাল শৃঙ্খলাবদ্ধ কর্মীরা অসাধারণ ভাল সেবা না থাকার আউট ভোজন সুস্বাদু সন্ত্রস্ত মুখরোচক খাবার শীঘ্রই এসো সময়,positive
মূলত স্টেক মত রেস্টুরেন্ট ঢাকায় গ্রিল কেবল অসাধারন তোলে চূড়ান্ত স্থান স্টেক প্রেমিকা পরিদর্শন উচিৎ পরিবেশের সুন্দর পরিষ্কার চমত্কার সেবা কর্মীরা স্পেস অন্যান্য রেস্তোরাঁয় তুলনা দাম একটু ব্যয়বহুল বিট যোগ্য স্টেক আকার আবেগপ্রবণতা ইআরসি টেস্ট হয়েছে সার্বিক ভালো রেস্টুরেন্টে দেখার,negative
শ্রেষ্ঠ ছাদের বার্গার রেঁস্তোরা,positive
আমি একটি শিশু হিসাবে এখানে এসেছি এবং সবসময় স্বাদের জন্য ফিরে আসা।,positive
চিংড়ি গতকাল আদেশ মেগা প্লেটার গিয়েছিলাম য় দই আহ্লাদ প্রতিটি য় প্লেটার স্বাদহীন সত্যিই হতাশ এছাড়াও সেবা সম্পর্কে ওয়েটার আচরণ বিরক্তিকর ভাল আচরণবিশিষ্ট না,negative
যুক্তিসঙ্গত মূল্য সুস্বাদু পিজা সাথে ডিসকাউন্ট অফার পছন্দনীয়,positive
খাদ্য ফ্রেশ আশা নেই,negative
ভিতরে গিয়ে আমি উত্তেজিত হয়েছি।,positive
চমত্কার খাদ্য ম্যানেজারের গ্রেট সার্ভিস পেয়েছি গাড়ি বের আনলেন সত্যিই কৃতজ্ঞ ঢাকায় জায়গায় ওয়েটারদের কিছুটা শিখা দরকার,positive
"যদি আপনি একটি নৈমিত্তিক প্রতিবেশী চান যার ঐ জায়গায় খাবারের দোকান এবং চমৎকার সেবার ব্যবসথা আছে,।",positive
তাই আমার স্বামী একটি অজুহাত তৈরি করে আমাকে ছেড়ে যেতে পারেন,negative
সবচেয়ে খারাপ সেবা পেয়েছিলাম খাবারের ঘন্টা অপেক্ষা হয়েছিল,negative
গতকাল বন্ধুদের সাথে গিয়েছিলাম অসাধারণ ডোসাটা ওয়াও সস্তা কউই খাবারটা খেতে পারবে টিপস দেওয়ার চেষ্টা করেছি অস্বীকার আশ্চর্জনক ব্যাপার কারন যেখানেই যাই সবসময় টিপসের পাশে অন্যদের না আচরণের সাথে সন্তুষ্ট ইনশাআল্লাহ আসব,positive
খাবারের মান ভাল স্বাদও ভাল অন্যরকম,positive
চিকেনের স্বাদটা অসাধারণ অতিরিক্ত সুস্বাদু মুরগির আইটেমগুলো পছন্দনীয়,positive
গ্রেট খাবার পরিবেশ জায়গা ভালোবাসি,positive
যুক্তিসঙ্গত মূল্য খাবার পরিষেবার বিষয় কঠোর মান তাছাড়া পরিবেশ সুন্দর গ্রাহকদের মূল্য প্রদানের দলের প্রাণঢালা শুভেচ্ছা,positive
জোস একটা জায়গা সুন্দর ডেকোরেশন সুস্বাদু খাবার,positive
ইভ টিজাররা স্থল প্রজনন গার্লস জায়গা সুস্পষ্ট বাহা নয় ছেলেরা এছাড়াও বসেও লোকেদের নিরাপত্তা নিশ্চিত পারবে না উপেক্ষা,negative
"গাব্রিয়েলা সে যা যা সম্পর্কে বলেছে সবকিছু মিথ্যা.পরিবেশ রোমান্টিক, কিন্তু দরিদ্র সেবা ও খাদ্য ভয়ানক, ।",negative
"সেবা গরম এবং মনোযোগী ছিল, গরুর মাংস কার্পাসিও চমৎকার ছিল (বিশাল অংশ) এবং তাজা পাস্তা এবং ভাল প্রস্তুত ছিল।",positive
এটি সুনির্দিষ্টভাবে বিশেষ আফগানিস্তান।,positive
এটা ব্যাংক ভাঙ্গবে না এবং আমিও খাবারের জন্য ফিরে আসব না।,negative
না ধন্যবাদ!!!,negative
আমরা একটি ভীড় শনিবার রাতে এখানে এসেছিলাম এবং আমাদের রিজার্ভেশন জন্য 15 মিনিট দেরী সত্ত্বেও সরাসরি দূরে বসা ছিলাম।,positive
"উচ্চমানের রেস্তোরাঁর জন্যও ছোট ছোট জিনিস ছিল খাবারটি খুব সুস্বাদু ছিল না, এমন ।",negative
খাবার টা ভালো,positive
ফুড কোয়ালিটি আগের বাজে সার্ভিস ঠিক থিঙ্ক ফুড কোয়ালিটি নেক্সট টাইম ভালো ৱক গুলশান,positive
খাবার খুব ভাল এবং তাদের যুক্তিসঙ্গত দামে ভাল মানের মদ আছে।,positive
আমি সুশির একটি রেস্তোরাঁর সাথে সমুদ্র সৈকতের বিবেচনা করি যা ছিল সুশীল উপর স্বর্গীয় গোলাপ।,positive
"আপনার কিভাবে চিন্তায় এটা ছিল যে,আমরা শেষ পর্যন্ত পিন এর তিন সপ্তাহান্তে একটি সারিতে !!!",positive
স্বাভাবিকের বেশি না গরুর মাংসের দাম সস্তা নিচের গুঁড়ো গরুর মাংস,negative
আশ্চর্যজনক পানীয় আধা-ঘন্টা 8pm পর্যন্ত বন্ধ,positive
খারাপ আচরণ খারাপ খাদ্য মান সম্পূর্ণভাবে হতাশ,negative
এখানে খাওয়াবেন না যদি না আপনি থাই খাবারের জন্য ক্ষুধার্ত থাকেন এবং আপনি পরের দরজায় কাজ করেন।,negative
আমি এনওয়াইসির কাছাকাছি অনেক জায়গাতে পিজা খেয়েছি এবং এটা সবচেয়ে খারাপ ছিল,positive
বেশি জোস খাবার,positive
ইফতার প্লেটারটা খারাপ পুরো খাদ্য ঠান্ডা সার্ভ চালটা জাহান্নামের মত কঠিন ইফতার প্লেটের খুবই হতাশ,negative
আদেশ নিম্ন মানের খাদ্য পরিবেশিত এক খাদ্য অনুপস্থিত,negative
খাবারটা ভালো,positive
খারাপ খাদ্য খুবই ব্যয়বহুল আচরণ খারাপ,negative
"খাবার সুস্বাদু ছিল (আমি একটি হিলিবুট বিশেষ ছিল, আমার স্বামী স্টেক ছিল), এবং সেবা শীর্ষ খাঁজ ছিল।",positive
অস্থির সেবা অজুহাত নেই,negative
নিঃসন্দেহে শ্রেষ্ঠ নিম্নতর স্যান্ডউইচ পরিবেশন বার্গার আশ্চর্যজনক উপরের সাব আছি এটির সম্পূর্ণ ভিন্ন যেকোনো ঢাকায় অন্যান্য সাব অন্যান্য সাব স্যান্ডউইচ স্থান অসদৃশ মিষ্টি মায়ো সরিষা ওভারলোড না পরিমাণ সমানুপাতিক উপাদানগুলো বোধ আলাদাভাবে বার্গার সস মায়ো ওভারলোড না পুলি ফ্রেশ মুখের বোধ শেফ মালিকে বন্ধ হাটবাজার,negative
সহকর্মীদের গিয়েছিলাম খাদ্য অস্থির আপনাদের আতিথেয়তা আশ্চর্যজনক,positive
বুঝতে পারছি না গ্রাহকদের সঠিকভাবে অফারগুলি সম্পর্কে অবহিত না সত্যিই ব্র্যান্ড অপ্রত্যাশিত মত পরিষ্কারভাবে পিজা অফার সত্য শনিবার উপলব্ধ দীর্ঘ ব্যস্ত ট্রাফিক ধানমন্ডি শাখা পৌঁছানোর সহজেই অফার পূর্বে শেষ কিভাবে গ্রাহক পরিবেশন গ্রাহক মুনাফা নির্বাক গুরুত্বপূর্ণ জানি না এইমাত্র অন্যান্য পর্যালোচনায় অভিজ্ঞ অতিথিদের করেনি,negative
এটি একটি নৈমিত্তিক তারিখ বা লাঞ্চের জন্য ক্লায়েন্টদের আতিথেয়তার জন্য একটি দুর্দান্ত জায়গা।,positive
"আমি কফি স্পিসে সম্ভবত 5-8 বার গিয়ৃছি, এটি সম্ভবত ইউনিয়ন স্কোয়ারের কাছাকাছি এখনও ভারতীয় রেস্টুরেন্ট।",positive
স্বাদ সেবা শুধু সময়ের অপচয় পরিদর্শন না,negative
খুব ভাল দাম এবং খুব ভাল সেবা।,positive
"নিন্দুক না, আমাদের ওয়েট্রেস মিষ্টি এবং মিটমাট করা ছিল না।",positive
খাদ্য আইটেম ডোই ডোই মত উহু মুখরোচক,positive
জঘন্য খাদ্য সেবা ভাল জ্যামাইকান গ্রিলের সাথে রাইস নিয়েছিলাম যেটা একেবারেই স্বাদহীন গ্রিল টা একটা ভাল না,negative
খাদ্য পরিবেশের স্বাদ সন্ত্রস্ত চাই,positive
ভাবছিলাম একটা বার্গার টাকা বড় কাবাব পাবেন মেনু বলছেন বড় গরুর মাংসের বার্গার বড় গরুর মাংস কাবাব পাবেন আপনাকে বলছি না মেনুতে আরো,negative
সুন্দর বান্ধব পরিবেশ গুড খাদ্য সেট মেন্যু মতে শ্রেষ্ঠ বজায়,positive
আবহাওয়া খুব ভাল !!!,positive
খুঁজে গ্রেট,positive
আমাদের পরিকল্পনা ছিল মিষ্টান্ন অর্ডারের কিন্তু ওয়েটার বিল নিয়ে আসে অর্ডার পরিবত্তন করার আগেই,negative
বহিরাগত খাদ্য সুন্দর ভাবে উপস্থাপন করা হয় এবং সুস্বাদের সমন্বয় মজার হয়।,positive
আমরা শনিবার অর্ধমূল্য সুশির সুবিধার সুবিধা গ্রহণ করেছি যাতে এটি মূল্যবান হয়।,positive
খারাপ সেবা ওয়েটার জানি না মেনু বিরিয়ানী সরিয়ে দিল খেই পক্ষের প্রদান নি গম্ভীরভাবে মানে,negative
গ্রেট খাবার বসার ব্যবস্থা ঠিক ছিলনা,positive
"বন্ধুত্বপূর্ণ সেবার সঙ্গে একটি খুব আমন্ত্রিত রেস্টুরেন্ট,",positive
"(উজ্জ্বল আলো)যদি আপনি এটি রোমান্টিক চান,।",positive
"আমরা মহান এবং দ্রুত সেবা পেয়েছিলাম,আমরা যখন বসেছিলাম,",positive
সুন্দর জায়গা রয়েছে মেট্র্রজুরের প্রধান টার্মিনালটি দেখতে ।,positive
খাদ্যের মান স্বাদ অফারটা ভাল,positive
ক্যাপ্টেন কুক ঢাকা সত্যিই অসাধারণ বার্গার সুপার,positive
খাওয়া সবচেয়ে জঘন্য চিকেন ডেকোরেশন মোটামুটি যেই কারনে মানুষ মনস্থ খাবারের স্বাদ মান যথাযত নয় খাদ্য মান মূল্য বেশী,negative
পাগল বাজে খাদ্যর টাকা হয়েছিল,negative
সুস্বাদু ভাল মানের খাদ্য পরিবেশন,positive
ম্যানহাটানের সেরা পিজা অনেক দূরে।,positive
চমৎকার বন্ধুত্বপূর্ণ পরিবেশ ভাল খাবার মতে সেট মেনুটা সেরা বজায় রাখেন,positive
পিজা অসাধারন পাস্তা ভাল পরিবেশ অসাধারন স্টাফ আচরণ ভাল সুপারিশ সবাই,negative
রাতে কাবাব খাদ্য পরিবারের সাথে বিস্ময়কর ডিনার মজা,positive
গতকাল বন্ধুদের দম্পতি ইফতার গিয়েছিলাম খাদ্য ঠান্ডা আগের রান্না কাপড় আচরণ সময়ে বন্ধুত্বপূর্ণ না প্যাকেজের সাথে সময়ের অনুস্মারক ড্রিঙ্কস পরিবেশন প্রদানের কোমল ড্রিঙ্কস,negative
খাদ্য উপলব্ধ হতাশ ক্লাসিক প্লেটার টাকা ব্যক্তিদের গ্রহণ ডিম ফ্রাইড রাইস তৈলাক্ত সিক্ত গরুর মাংস কাঁচা মরিচ পেঁয়াজ ভয়ঙ্কর পোড়া স্বাদ অত্যধিক মিষ্টি স্বাদহীন স্বাদহীন মিষ্টি ঝাল চিংড়ি এছাড়াও স্বাদহীন সিক্ত চিংড়ি লেপ অত্যধিক চুকা চিকেন ফ্রাইয়ের টুকরা ছোট খারাপ প্লেটার অভিজ্ঞতা কখনো না নিশ্চিতভাবে বেইলি রোড শাখা সুপারিশ নয়,negative
তিনি সমাধি সেবা প্রদান করেন এবং তার কোন ব্যক্তিত্ব নেই।,negative
"শহরের কাছাকাছি অন্যান্য Shabu রেস্টুরেন্ট তুলনায়, এই জায়গাটি প্রসশংসার যোগ্য।",positive
কিন্তু আমি ফিরে যেতে চাই,positive
এই জায়গাটি এমন একটি গ্রুপ দ্বারা পরিচালিত হবে যা আসলে গ্রাহক সেবা বুঝতে পারে,negative
পরিবেশ ভালো শান্ত অলংকরণ ভাল অভিযোগ রসুন সস ফ্রেন্স ফ্রাই অন্তর্ভুক্ত প্রদান নি একটা হতাশা আপনারা সস আলকাতরা অতিরিক্ত টাকা রাখেন এক জঘন্য,negative
"অবশ্য স্বীকার করি, বিশাল আকারের মাছের টুকরার জায়গা এই প্লেটটিতে নেই (এবং আমার মতে ভগবান্) কিন্তু সহজ, মার্জিত সুশি নিউইয়র্ক বা মার্কিন যুক্তরাষ্ট্রের কোথাও কোন স্থানে নেই।",positive
উচ্চ শেষ পর্যন্ত wines ভাল নির্বাচন সাশ্রয়ী মূল্যের থেকে,positive
ভাল খারাপ না ভারতীয় ডোসার মত নয় ভারতীয় ডোসা বেশি সুস্বাদু বাংলাদেশে সেরা,positive
গতকাল গুলশান শাখা গিয়েছিলাম সাধারণত খাবার কালকের সার্ভিস খারাপ তম এসসিবি ক্রেডিট কার্ড ছাড় পান নি বিল টাকা সময় দম্পতি জিজ্ঞাসা প্রচারমূলক কুপন প্রদান হতাশ,negative
অফারের খাবার আদেশ খাদ্য মূলত স্বাদহীন বাজি লবণ অন্যান্য মশলা অনেকটা লাগাতে ভুলে গেছি অতিরিক্ত মাত্রায় ব্যয়বহুল পরিমাণ তুলনায় স্বাদ পাশাপাশি খারাপ,negative
খাদ্য মান বিরক্তিকর দাম ওহ প্রয়োজন ব্যাংক ঋণ পূর্ণ খাবার অর্ডার,negative
চিহ্ন কাণ্ডকীর্তি শ্রেষ্ঠ সময়ে অ্যাম্বিয়েন্স বন্ধুত্বপূর্ণ কিডস,positive
খারাপ খাদ্য কখনো দেখনি এছাড়াও স্টাফদের আচরণ ঘৃণা শুধু পরিবারের লজ্জা শেষবারের,negative
"আমরা যখন লিওনকে হতাশ করেছিলাম,তখন আমরা অবশ্যই ভুলে গিয়েছিলাম যে আমরা বেশ মণি পেয়েছি ।",negative
